# package_id	version	zipSHA256
io.github.sabas0ba.sabaprops.foliage	0.4.0	3d9887fc0e04f9a2e56450b250887800c09ecef2e373823e4406f3176d52216b
io.github.sabas0ba.sabaprops.foliage	0.6.0	a494163825f7df1713c353cd51ca8a6a90f4fa4a71637aae083dfbb839df39c6
io.github.sabas0ba.sabaprops.putitems	0.1.1	8791021649685b4297586dd82cc97287532bb6774d810915ea019da534843354
io.github.sabas0ba.sabaprops.softprops	0.2.0	c7397cfd189af0388ed302def39e63d495a23ae6e12daef4b4c0ed16464f2100
io.github.sabas0ba.sabaprops.trees	0.1.0	72a42ea2dfdd176d432fe23fb920b5c17fb08e189661491b52dedcc4580908b1
